record_kind,name,source_file,line,model_kind,bases,field_or_key_definition,collection_name,ownership_type,tenant_field,persistence_reference_count,index_name,index_options,governed_query_registry,static_usage_count,notes
index,feature_bundle_rollout_schedules_created_lookup,backend/database.py,3496,,,"[[""created_at"",1]]",feature_bundle_rollout_schedules,legacy_or_unregistered,,17,feature_bundle_rollout_schedules_created_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_schedules_plan_lookup,backend/database.py,3492,,,"[[""rollout_plan_id"",1]]",feature_bundle_rollout_schedules,legacy_or_unregistered,,17,feature_bundle_rollout_schedules_plan_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_schedules_planned_start_lookup,backend/database.py,3495,,,"[[""planned_start"",1]]",feature_bundle_rollout_schedules,legacy_or_unregistered,,17,feature_bundle_rollout_schedules_planned_start_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_schedules_schedule_unique,backend/database.py,3491,,,"[[""schedule_id"",1]]",feature_bundle_rollout_schedules,legacy_or_unregistered,,17,feature_bundle_rollout_schedules_schedule_unique,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_approval_lookup,backend/database.py,3591,,,"[[""approval_reference_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_approval_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_audience_lookup,backend/database.py,3588,,,"[[""generated_for_audience"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_audience_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_bundle_lookup,backend/database.py,3589,,,"[[""covered_bundle_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_bundle_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_change_request_lookup,backend/database.py,3598,,,"[[""change_request_reference_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_change_request_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_created_lookup,backend/database.py,3600,,,"[[""created_at"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_created_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_decision_lookup,backend/database.py,3597,,,"[[""decision_reference_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_decision_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_dependency_lookup,backend/database.py,3594,,,"[[""dependency_reference_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_dependency_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_issue_lookup,backend/database.py,3596,,,"[[""issue_reference_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_issue_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_plan_status_lookup,backend/database.py,3586,,,"[[""rollout_plan_id"",1],[""pack_status"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_plan_status_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_readiness_lookup,backend/database.py,3590,,,"[[""readiness_reference_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_readiness_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_risk_lookup,backend/database.py,3595,,,"[[""risk_reference_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_risk_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_rollback_plan_lookup,backend/database.py,3599,,,"[[""rollback_plan_reference_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_rollback_plan_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_schedule_lookup,backend/database.py,3592,,,"[[""schedule_reference_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_schedule_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_status_audience_lookup,backend/database.py,3587,,,"[[""pack_status"",1],[""generated_for_audience"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_status_audience_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_summary_packs_timeline_lookup,backend/database.py,3593,,,"[[""timeline_reference_ids"",1]]",feature_bundle_rollout_summary_packs,legacy_or_unregistered,,26,feature_bundle_rollout_summary_packs_timeline_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_timeline_entries_agency_occurred_lookup,backend/database.py,3502,,,"[[""agency_id"",1],[""occurred_at"",1]]",feature_bundle_rollout_timeline_entries,legacy_or_unregistered,,20,feature_bundle_rollout_timeline_entries_agency_occurred_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_timeline_entries_bundle_event_lookup,backend/database.py,3503,,,"[[""bundle_id"",1],[""event_type"",1]]",feature_bundle_rollout_timeline_entries,legacy_or_unregistered,,20,feature_bundle_rollout_timeline_entries_bundle_event_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_timeline_entries_created_lookup,backend/database.py,3505,,,"[[""created_at"",1]]",feature_bundle_rollout_timeline_entries,legacy_or_unregistered,,20,feature_bundle_rollout_timeline_entries_created_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_timeline_entries_entry_unique,backend/database.py,3500,,,"[[""timeline_entry_id"",1]]",feature_bundle_rollout_timeline_entries,legacy_or_unregistered,,20,feature_bundle_rollout_timeline_entries_entry_unique,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_timeline_entries_event_occurred_lookup,backend/database.py,3504,,,"[[""event_type"",1],[""occurred_at"",1]]",feature_bundle_rollout_timeline_entries,legacy_or_unregistered,,20,feature_bundle_rollout_timeline_entries_event_occurred_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,feature_bundle_rollout_timeline_entries_plan_occurred_lookup,backend/database.py,3501,,,"[[""rollout_plan_id"",1],[""occurred_at"",1]]",feature_bundle_rollout_timeline_entries,legacy_or_unregistered,,20,feature_bundle_rollout_timeline_entries_plan_occurred_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,field_key_1,backend/database.py,787,,,"[[""field_key"",1]]",global_field_definitions,legacy_or_unregistered,,15,field_key_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_agency_airline_lookup,backend/database.py,3666,,,"[[""agency_id"",1],[""airline_code"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_agency_airline_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_agency_arrival_lookup,backend/database.py,3668,,,"[[""agency_id"",1],[""arrival_airport"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_agency_arrival_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_agency_departure_lookup,backend/database.py,3667,,,"[[""agency_id"",1],[""departure_airport"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_agency_departure_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_agency_status_lookup,backend/database.py,3665,,,"[[""agency_id"",1],[""flight_status"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_agency_status_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_airline_code_lookup,backend/database.py,3672,,,"[[""airline_code"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_airline_code_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_arrival_airport_lookup,backend/database.py,3674,,,"[[""arrival_airport"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_arrival_airport_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_arrival_datetime_lookup,backend/database.py,3676,,,"[[""arrival_datetime"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_arrival_datetime_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_booking_class_lookup,backend/database.py,3678,,,"[[""booking_class"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_booking_class_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_booking_lookup,backend/database.py,3683,,,"[[""linked_booking_ids"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_booking_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_cabin_class_lookup,backend/database.py,3677,,,"[[""cabin_class"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_cabin_class_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_created_lookup,backend/database.py,3686,,,"[[""created_at"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_created_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_departure_airport_lookup,backend/database.py,3673,,,"[[""departure_airport"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_departure_airport_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_departure_datetime_lookup,backend/database.py,3675,,,"[[""departure_datetime"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_departure_datetime_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_document_lookup,backend/database.py,3685,,,"[[""linked_document_ids"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_document_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_offer_lookup,backend/database.py,3682,,,"[[""linked_offer_ids"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_offer_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_operational_workspace_lookup,backend/database.py,3669,,,"[[""operational_workspace_id"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_operational_workspace_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_passenger_lookup,backend/database.py,3679,,,"[[""passenger_ids"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_passenger_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_reference_unique,backend/database.py,3664,,,"[[""flight_reference"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_reference_unique,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_request_lookup,backend/database.py,3680,,,"[[""linked_request_ids"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_request_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_status_lookup,backend/database.py,3670,,,"[[""flight_status"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_status_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_ticket_lookup,backend/database.py,3684,,,"[[""linked_ticket_ids"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_ticket_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_trip_lookup,backend/database.py,3681,,,"[[""linked_trip_ids"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_trip_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,flight_workspaces_type_lookup,backend/database.py,3671,,,"[[""flight_type"",1]]",flight_workspaces,legacy_or_unregistered,,36,flight_workspaces_type_lookup,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,freshness_status_1,backend/database.py,3937,,,"[[""freshness_status"",1]]",airline_evidence_freshness_assessments,legacy_or_unregistered,,14,freshness_status_1,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,gds_code_1,backend/database.py,806,,,"[[""gds_code"",1]]",airline_gds_parameters,legacy_or_unregistered,,6,gds_code_1,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,governance_status_1,backend/database.py,792,,,"[[""governance_status"",1]]",airline_intelligence_profiles,legacy_or_unregistered,,20,governance_status_1,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,governance_status_1,backend/database.py,879,,,"[[""governance_status"",1]]",airline_rules_core,legacy_or_unregistered,,15,governance_status_1,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,iata_code_1,backend/database.py,792,,,"[[""iata_code"",1]]",airline_intelligence_profiles,legacy_or_unregistered,,20,iata_code_1,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,iata_code_1,backend/database.py,879,,,"[[""iata_code"",1]]",airline_rules_core,legacy_or_unregistered,,15,iata_code_1,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,iata_code_1,backend/database.py,880,,,"[[""iata_code"",1]]",unified_exception_rules,legacy_or_unregistered,,15,iata_code_1,{},no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",adm_risk_events,legacy_or_unregistered,,12,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",after_sales_case_items,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",after_sales_cases,legacy_or_unregistered,,24,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",after_sales_communication_records,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",after_sales_decisions,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",after_sales_financial_impacts,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",after_sales_resolutions,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,782,,,"[[""id"",1]]",agencies,platform_global,,71,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_airline_overrides,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_branding_assets,legacy_or_unregistered,,9,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_branding_settings,legacy_or_unregistered,,23,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_email_settings,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_entitlement_readiness,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_bundle_assignment_history,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_bundle_assignments,legacy_or_unregistered,,25,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_bundle_rollout_plans,legacy_or_unregistered,,52,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_bundle_rollout_readiness,legacy_or_unregistered,,18,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_flag_audits,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_flag_bundle_reviews,legacy_or_unregistered,,9,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_flag_bundles,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_flag_readiness,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_flag_reviews,legacy_or_unregistered,,9,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_flag_snapshots,legacy_or_unregistered,,9,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_feature_flags,legacy_or_unregistered,,22,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_form_field_settings,legacy_or_unregistered,,12,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_form_profiles,legacy_or_unregistered,,19,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_staff_memberships,legacy_or_unregistered,,27,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_subscription_assignments,legacy_or_unregistered,,15,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_subscription_review_notes,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_subscription_snapshots,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_website_media_assets,legacy_or_unregistered,,13,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_website_pages,legacy_or_unregistered,,22,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_website_settings,legacy_or_unregistered,,19,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",agency_workspaces,legacy_or_unregistered,,30,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",ai_trace_events,legacy_or_unregistered,,8,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,796,,,"[[""id"",1]]",aircraft_configurations,legacy_or_unregistered,,4,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,797,,,"[[""id"",1]]",aircraft_seatmaps,legacy_or_unregistered,,4,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,795,,,"[[""id"",1]]",aircraft_tail_numbers,legacy_or_unregistered,,4,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,802,,,"[[""id"",1]]",airline_ancillaries,legacy_or_unregistered,,6,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_baggage_allowance_rules,legacy_or_unregistered,,14,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_baggage_exceptions,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_baggage_responsibility_rules,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_booking_class_mappings,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,808,,,"[[""id"",1]]",airline_brand_assets,legacy_or_unregistered,,7,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_brand_comparison_profiles,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_capability_matrix,legacy_or_unregistered,,55,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_carrier_relationships,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_codeshare_rules,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_commercial_bundles,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_communication_requirements,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_communication_templates,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_contact_availabilities,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_contact_channels,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_contact_escalation_paths,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_contact_scopes,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_contact_verifications,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_contacts,legacy_or_unregistered,,16,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_coverage_assessments,mixed_projection,agency_id,12,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_coverage_remediation_plans,mixed_projection,agency_id,13,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_coverage_targets,mixed_projection,agency_id,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_distribution_capabilities,legacy_or_unregistered,,16,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_distribution_channels,legacy_or_unregistered,,17,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_distribution_evidence_links,legacy_or_unregistered,,9,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,804,,,"[[""id"",1]]",airline_distribution_profiles,legacy_or_unregistered,,7,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_distribution_restrictions,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,807,,,"[[""id"",1]]",airline_exception_rules,legacy_or_unregistered,,5,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_fare_brand_attributes,legacy_or_unregistered,,12,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_fare_families,legacy_or_unregistered,,22,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_fare_family_evidence_links,legacy_or_unregistered,,10,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,801,,,"[[""id"",1]]",airline_fare_rules,legacy_or_unregistered,,5,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,794,,,"[[""id"",1]]",airline_fleet_types,legacy_or_unregistered,,4,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,777,,,"[[""id"",1]]",airline_fulfillment_capabilities,legacy_or_unregistered,,11,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
index,id_1,backend/database.py,806,,,"[[""id"",1]]",airline_gds_parameters,legacy_or_unregistered,,6,id_1,"{""unique"":true}",no,,captured by executing ensure_mongo_indexes against an inert index registry
